Date,BCHAIN-MKPRU,GOLD,GOLD_fillna
2017/05/20 00:00:00,2052.909788,,1258.85
2017/05/21 00:00:00,2008.84,,1258.85
2017/05/22 00:00:00,2090.662313,1258.85,1258.85
2017/05/23 00:00:00,2287.710288,1260.2,1260.2
2017/05/24 00:00:00,2256.32,1252.55,1252.55
2017/05/25 00:00:00,2387.206286,1256.95,1256.95
2017/05/26 00:00:00,2211.976857,1265.05,1265.05
2017/05/27 00:00:00,2279.82,,1262.7
2017/05/28 00:00:00,2192.9808,,1262.7
2017/05/29 00:00:00,2275.9307,,1262.7
2017/05/30 00:00:00,2290.02,1262.7,1262.7
2017/05/31 00:00:00,2285.933914,1266.2,1266.2
2017/06/01 00:00:00,2399.242671,1264.85,1264.85
2017/06/02 00:00:00,2409.93,1274.95,1274.95
2017/06/03 00:00:00,2525.765158,,1279.95
2017/06/04 00:00:00,2516.173143,,1279.95
2017/06/05 00:00:00,2529.53,1279.95,1279.95
2017/06/06 00:00:00,2883.313697,1293.5,1293.5
2017/06/07 00:00:00,2664.920863,1291.0,1291.0
2017/06/08 00:00:00,2683.03,1273.1,1273.1
2017/06/09 00:00:00,2827.4913,1266.55,1266.55
2017/06/10 00:00:00,2845.372857,,1266.4
2017/06/11 00:00:00,2898.63,,1266.4
2017/06/12 00:00:00,2657.675063,1266.4,1266.4
2017/06/13 00:00:00,2748.185086,1262.0,1262.0
2017/06/14 00:00:00,2706.0,1275.5,1275.5
2017/06/15 00:00:00,2442.48025,1254.55,1254.55
2017/06/16 00:00:00,2464.959814,1255.4,1255.4
2017/06/17 00:00:00,2477.94,,1248.15
2017/06/18 00:00:00,2507.389252,,1248.15
2017/06/19 00:00:00,2617.210263,1248.15,1248.15
2017/06/20 00:00:00,2600.0,1242.2,1242.2
2017/06/21 00:00:00,2671.04325,1242.5,1242.5
2017/06/22 00:00:00,2727.288013,1250.8,1250.8
2017/06/23 00:00:00,2713.48,1255.7,1255.7
2017/06/24 00:00:00,2589.164888,,1245.25
2017/06/25 00:00:00,2512.366286,,1245.25
2017/06/26 00:00:00,2502.03,1245.25,1245.25
2017/06/27 00:00:00,2517.903114,1249.55,1249.55
2017/06/28 00:00:00,2585.349186,1248.0,1248.0
2017/06/29 00:00:00,2558.3,1243.5,1243.5
2017/06/30 00:00:00,2477.641375,1242.25,1242.25
2017/07/01 00:00:00,2501.191343,,1229.25
2017/07/02 00:00:00,2421.26,,1229.25
2017/07/03 00:00:00,2561.225429,1229.25,1229.25
2017/07/04 00:00:00,2599.729838,1223.75,1223.75
2017/07/05 00:00:00,2598.89,1220.3,1220.3
2017/07/06 00:00:00,2609.96775,1224.9,1224.9
2017/07/07 00:00:00,2491.201214,1215.65,1215.65
2017/07/08 00:00:00,2502.86,,1211.9
2017/07/09 00:00:00,2536.238938,,1211.9
2017/07/10 00:00:00,2366.170143,1211.9,1211.9
2017/07/11 00:00:00,2327.09,1211.05,1211.05
2017/07/12 00:00:00,2385.748571,1218.8,1218.8
2017/07/13 00:00:00,2354.783417,1218.9,1218.9
2017/07/14 00:00:00,2338.49,1230.3,1230.3
2017/07/15 00:00:00,2058.9956,,1234.1
2017/07/16 00:00:00,1931.2143,,1234.1
2017/07/17 00:00:00,1910.96,1234.1,1234.1
2017/07/18 00:00:00,2320.12225,1240.75,1240.75
2017/07/19 00:00:00,2264.7657,1242.15,1242.15
2017/07/20 00:00:00,2265.21,1238.7,1238.7
2017/07/21 00:00:00,2682.195363,1248.55,1248.55
2017/07/22 00:00:00,2807.609857,,1255.55
2017/07/23 00:00:00,2825.51,,1255.55
2017/07/24 00:00:00,2751.821029,1255.55,1255.55
2017/07/25 00:00:00,2560.997917,1254.4,1254.4
2017/07/26 00:00:00,2564.3,1248.1,1248.1
2017/07/27 00:00:00,2647.625,1261.1,1261.1
2017/07/28 00:00:00,2781.636583,1264.9,1264.9
2017/07/29 00:00:00,2784.8,,1267.55
2017/07/30 00:00:00,2745.955417,,1267.55
2017/07/31 00:00:00,2866.431667,1267.55,1267.55
2017/08/01 00:00:00,2862.9,1270.95,1270.95
2017/08/02 00:00:00,2693.633983,1269.6,1269.6
2017/08/03 00:00:00,2794.117717,1268.1,1268.1
2017/08/04 00:00:00,2790.0,1257.7,1257.7
2017/08/05 00:00:00,3218.115017,,1258.0
2017/08/06 00:00:00,3252.562533,,1258.0
2017/08/07 00:00:00,3210.2,1258.0,1258.0
2017/08/08 00:00:00,3457.374333,1261.8,1261.8
2017/08/09 00:00:00,3357.326317,1271.05,1271.05
2017/08/10 00:00:00,3340.28,1284.4,1284.4
2017/08/11 00:00:00,3632.506667,1286.1,1286.1
2017/08/12 00:00:00,3852.802914,,1282.3
2017/08/13 00:00:00,3868.52,,1282.3
2017/08/14 00:00:00,4282.992,1282.3,1282.3
2017/08/15 00:00:00,4217.028329,1270.3,1270.3
2017/08/16 00:00:00,4179.97,1272.75,1272.75
2017/08/17 00:00:00,4328.725717,1285.15,1285.15
2017/08/18 00:00:00,4130.440067,1295.8,1295.8
2017/08/19 00:00:00,4104.71,,1292.9
2017/08/20 00:00:00,4157.958033,,1292.9
2017/08/21 00:00:00,4043.722,1292.9,1292.9
2017/08/22 00:00:00,3986.28,1284.2,1284.2
2017/08/23 00:00:00,4174.95,1286.65,1286.65
2017/08/24 00:00:00,4340.316717,1289.0,1289.0
2017/08/25 00:00:00,4331.77,1285.3,1285.3
2017/08/26 00:00:00,4360.513317,,1318.65
2017/08/27 00:00:00,4354.308333,,1318.65
2017/08/28 00:00:00,4339.05,,1318.65
2017/08/29 00:00:00,4607.98545,1318.65,1318.65
2017/08/30 00:00:00,4594.98785,1308.5,1308.5
2017/08/31 00:00:00,4582.52,1311.75,1311.75
2017/09/01 00:00:00,4911.740017,1320.4,1320.4
2017/09/02 00:00:00,4580.38748,,1333.1
2017/09/03 00:00:00,4585.57,,1333.1
2017/09/04 00:00:00,4344.098317,1333.1,1333.1
2017/09/05 00:00:00,4488.72014,1335.55,1335.55
2017/09/06 00:00:00,4385.02,1337.85,1337.85
2017/09/07 00:00:00,4654.6585,1343.5,1343.5
2017/09/08 00:00:00,4310.750183,1346.25,1346.25
2017/09/09 00:00:00,4312.26,,1334.2
2017/09/10 00:00:00,4329.955,,1334.2
2017/09/11 00:00:00,4248.090017,1334.2,1334.2
2017/09/12 00:00:00,4198.59,1326.5,1326.5
2017/09/13 00:00:00,3961.271267,1327.55,1327.55
2017/09/14 00:00:00,3319.63,1324.55,1324.55
2017/09/15 00:00:00,3216.43,1322.85,1322.85
2017/09/16 00:00:00,3763.62604,,1312.1
2017/09/17 00:00:00,3746.060783,,1312.1
2017/09/18 00:00:00,3678.53,1312.1,1312.1
2017/09/19 00:00:00,3943.413333,1309.6,1309.6
2017/09/20 00:00:00,3977.561667,1311.3,1311.3
2017/09/21 00:00:00,3894.48,1292.1,1292.1
2017/09/22 00:00:00,3637.50255,1294.8,1294.8
2017/09/23 00:00:00,3776.3869,,1293.3
2017/09/24 00:00:00,3777.62,,1293.3
2017/09/25 00:00:00,3942.555,1293.3,1293.3
2017/09/26 00:00:00,3910.307383,1300.05,1300.05
2017/09/27 00:00:00,3881.0,1282.55,1282.55
2017/09/28 00:00:00,4201.98905,1283.35,1283.35
2017/09/29 00:00:00,4193.574667,1283.1,1283.1
2017/09/30 00:00:00,4164.27,,1273.7
2017/10/01 00:00:00,4360.722967,,1273.7
2017/10/02 00:00:00,4386.88375,1273.7,1273.7
2017/10/03 00:00:00,4394.07,1271.25,1271.25
2017/10/04 00:00:00,4225.175,1274.25,1274.25
2017/10/05 00:00:00,4338.852,1274.5,1274.5
2017/10/06 00:00:00,4318.58,1261.8,1261.8
2017/10/07 00:00:00,4376.191667,,1278.75
2017/10/08 00:00:00,4602.280883,,1278.75
2017/10/09 00:00:00,4605.66,1278.75,1278.75
2017/10/10 00:00:00,4782.28,1291.4,1291.4
2017/10/11 00:00:00,4819.485767,1289.25,1289.25
2017/10/12 00:00:00,4822.17,1290.25,1290.25
2017/10/13 00:00:00,5563.806567,1299.6,1299.6
2017/10/14 00:00:00,5739.438733,,1303.3
2017/10/15 00:00:00,5825.99,,1303.3
2017/10/16 00:00:00,5711.205867,1303.3,1303.3
2017/10/17 00:00:00,5603.71294,1284.75,1284.75
2017/10/18 00:00:00,5594.66,1280.2,1280.2
2017/10/19 00:00:00,5727.6335,1286.4,1286.4
2017/10/20 00:00:00,5979.45984,1281.2,1281.2
2017/10/21 00:00:00,5986.44,,1274.9
2017/10/22 00:00:00,5983.18455,,1274.9
2017/10/23 00:00:00,5876.079867,1274.9,1274.9
2017/10/24 00:00:00,5900.59,1276.45,1276.45
2017/10/25 00:00:00,5669.622533,1275.0,1275.0
2017/10/26 00:00:00,5893.138417,1273.75,1273.75
2017/10/27 00:00:00,5889.82,1266.45,1266.45
2017/10/28 00:00:00,5776.69695,,1272.0
2017/10/29 00:00:00,6155.43402,,1272.0
2017/10/30 00:00:00,6136.49,1272.0,1272.0
2017/10/31 00:00:00,6388.645167,1270.15,1270.15
2017/11/01 00:00:00,6665.306683,1277.05,1277.05
2017/11/02 00:00:00,6751.98,1279.2,1279.2
2017/11/03 00:00:00,7197.72006,1267.2,1267.2
2017/11/04 00:00:00,7437.543317,,1270.9
2017/11/05 00:00:00,7365.99,,1270.9
2017/11/06 00:00:00,6989.071667,1270.9,1270.9
2017/11/07 00:00:00,7092.127233,1275.6,1275.6
2017/11/08 00:00:00,7128.64,1284.0,1284.0
2017/11/09 00:00:00,7158.03706,1284.8,1284.8
2017/11/10 00:00:00,6719.39785,1284.3,1284.3
2017/11/11 00:00:00,6569.22,,1277.95
2017/11/12 00:00:00,5716.301583,,1277.95
2017/11/13 00:00:00,6550.227533,1277.95,1277.95
2017/11/14 00:00:00,6493.63,1274.6,1274.6
2017/11/15 00:00:00,7301.42992,1282.2,1282.2
2017/11/16 00:00:00,7815.0307,1280.0,1280.0
2017/11/17 00:00:00,7868.77,1284.35,1284.35
2017/11/18 00:00:00,7817.140383,,1286.2
2017/11/19 00:00:00,8007.654067,,1286.2
2017/11/20 00:00:00,8049.72,1286.2,1286.2
2017/11/21 00:00:00,8059.8,1283.3,1283.3
2017/11/22 00:00:00,8268.035,1286.95,1286.95
2017/11/23 00:00:00,8236.72,1290.35,1290.35
2017/11/24 00:00:00,8250.978333,1290.5,1290.5
2017/11/25 00:00:00,8707.407267,,1294.9
2017/11/26 00:00:00,8768.8,,1294.9
2017/11/27 00:00:00,9718.29505,1294.9,1294.9
2017/11/28 00:00:00,9952.50882,1291.85,1291.85
2017/11/29 00:00:00,9919.0,1283.85,1283.85
2017/11/30 00:00:00,10147.372,1280.2,1280.2
2017/12/01 00:00:00,10883.912,1275.5,1275.5
2017/12/02 00:00:00,10879.88,,1273.45
2017/12/03 00:00:00,11332.622,,1273.45
2017/12/04 00:00:00,11584.83,1273.45,1273.45
2017/12/05 00:00:00,11591.22,1266.3,1266.3
2017/12/06 00:00:00,13540.98,1263.7,1263.7
2017/12/07 00:00:00,16501.97167,1255.0,1255.0
2017/12/08 00:00:00,16860.88,1250.65,1250.65
2017/12/09 00:00:00,15142.83415,,1247.15
2017/12/10 00:00:00,14869.805,,1247.15
2017/12/11 00:00:00,15068.95,1247.15,1247.15
2017/12/12 00:00:00,17276.39333,1240.9,1240.9
2017/12/13 00:00:00,16808.36667,1242.65,1242.65
2017/12/14 00:00:00,16252.31,1251.0,1251.0
2017/12/15 00:00:00,17771.9,1254.6,1254.6
2017/12/16 00:00:00,19498.68333,,1260.6
2017/12/17 00:00:00,19279.9,,1260.6
2017/12/18 00:00:00,18961.85667,1260.6,1260.6
2017/12/19 00:00:00,17737.11167,1260.35,1260.35
2017/12/20 00:00:00,17382.94,1264.55,1264.55
2017/12/21 00:00:00,16047.51,1264.55,1264.55
2017/12/22 00:00:00,15190.945,,1279.4
2017/12/23 00:00:00,13776.61,,1279.4
2017/12/24 00:00:00,13949.175,,1279.4
2017/12/25 00:00:00,14119.02833,,1279.4
2017/12/26 00:00:00,13740.94,,1279.4
2017/12/27 00:00:00,15589.32167,1279.4,1279.4
2017/12/28 00:00:00,14380.58167,1291.0,1291.0
2017/12/29 00:00:00,14214.01,,1312.05
2017/12/30 00:00:00,13215.574,,1312.05
2017/12/31 00:00:00,14165.575,,1312.05
2018/01/01 00:00:00,13796.0,,1312.05
2018/01/02 00:00:00,15005.85667,1312.05,1312.05
2018/01/03 00:00:00,15053.26167,1314.9,1314.9
2018/01/04 00:00:00,15039.24,1314.5,1314.5
2018/01/05 00:00:00,17174.12,1317.15,1317.15
2018/01/06 00:00:00,17319.198,,1319.95
2018/01/07 00:00:00,17155.95,,1319.95
2018/01/08 00:00:00,15265.90667,1319.95,1319.95
2018/01/09 00:00:00,14714.25333,1311.0,1311.0
2018/01/10 00:00:00,14437.42,1319.75,1319.75
2018/01/11 00:00:00,13296.794,1323.05,1323.05
2018/01/12 00:00:00,13912.882,1326.8,1326.8
2018/01/13 00:00:00,13791.19,,1339.25
2018/01/14 00:00:00,13852.92,,1339.25
2018/01/15 00:00:00,14012.196,1339.25,1339.25
2018/01/16 00:00:00,13554.14,1333.85,1333.85
2018/01/17 00:00:00,11116.94667,1335.65,1335.65
2018/01/18 00:00:00,11345.42333,1332.2,1332.2
2018/01/19 00:00:00,11174.82,1334.95,1334.95
2018/01/20 00:00:00,12950.79333,,1332.6
2018/01/21 00:00:00,11505.228,,1332.6
2018/01/22 00:00:00,11513.42,1332.6,1332.6
2018/01/23 00:00:00,11223.064,1333.4,1333.4
2018/01/24 00:00:00,11282.25833,1353.7,1353.7
2018/01/25 00:00:00,11392.03,1354.95,1354.95
2018/01/26 00:00:00,10969.815,1353.15,1353.15
2018/01/27 00:00:00,11524.77667,,1343.85
2018/01/28 00:00:00,11431.37,,1343.85
2018/01/29 00:00:00,11212.655,1343.85,1343.85
2018/01/30 00:00:00,10184.06167,1344.9,1344.9
2018/01/31 00:00:00,10082.52,1345.05,1345.05
2018/02/01 00:00:00,9083.258333,1341.35,1341.35
2018/02/02 00:00:00,8901.901667,1331.15,1331.15
2018/02/03 00:00:00,8852.73,,1333.6
2018/02/04 00:00:00,8400.648333,,1333.6
2018/02/05 00:00:00,6838.816667,1333.6,1333.6
2018/02/06 00:00:00,6925.46,1331.4,1331.4
2018/02/07 00:00:00,8099.958333,1324.65,1324.65
2018/02/08 00:00:00,8240.536667,1315.45,1315.45
2018/02/09 00:00:00,8245.08,1314.1,1314.1
2018/02/10 00:00:00,8319.876566,,1322.3
